nom,age,nationalite,club,valeur,salaire,rupture,attaque/defense,pied
A. Rizzo,21,Italy,Cittadella,500,1,875.0,Medium/ High,Left
L. Thomas,19,United Kingdom,Coventry City,650,3,,Medium/ Low,Right
R. Schlegel,21,Argentina,Racing Club,475,2,808.0,Low/ Medium,Right
D. Montoya,22,Colombia,Itagüí Leones FC,350,1,543.0,Medium/ Medium,Right
J. McNulty,33,United Kingdom,Rochdale,120,1,,,
J. Barrera,29,Nicaragua,Boyacá Chicó FC,300,1,,,
J. Stead,35,United Kingdom,Notts County,140,3,,,
A. Semprini,20,Italy,Brescia,425,1,,,
R. Bingham,24,United Kingdom,Hamilton Academical FC,400,1,,,
K. Dankowski,21,Poland,Śląsk Wrocław,425,1,,,
I. Colman,23,Argentina,Club Atlético Aldosivi,450,2,,,
M. Feeney,19,United Kingdom,Everton,600,5,,,
R. Minor,30,Denmark,Hobro IK,230,2,,,
Klauss,21,Brazil,HJK Helsinki,425,1,,,
I. Sissoko,22,France,AS Béziers,425,2,,,
F. Hart,28,Austria,SV Mattersburg,240,3,,,
L. McCullough,24,Northern Ireland,Tranmere Rovers,375,2,,,
Li Yunqiu,27,China,Shanghai Greenland Shenhua FC,250,3,,,
F. Garcia,29,Paraguay,Itagüí Leones FC,300,1,,,
R. Haemhouts,34,Belgium,NAC Breda,150,2,,,
E. Binaku,22,Albania,Malmö FF,375,1,,,
G. Miller,31,United Kingdom,Carlisle United,200,2,,,
A. Aidonis,17,Germany,VfB Stuttgart,550,2,,,
L. Sowah,25,Germany,Hamilton Academical FC,325,1,,,
R. Deacon,26,United Kingdom,Dundee FC,325,1,,,
Jang Hyun Soo,25,South Korea,Suwon Samsung Bluewings,375,2,,,
A. Al Malki,23,Saudi Arabia,Al Wehda,350,3,,,
E. Guerrero,27,Chile,CD Palestino,300,1,,,
Hernáiz,20,Spain,Albacete BP,425,1,,,
H. Al Mansour,25,Saudi Arabia,Al Nassr,300,5,,,
H. Paul,24,Germany,TSV 1860 München,325,1,,,
S. Bauer,25,Austria,FC Admira Wacker Mödling,325,2,,,
M. Chergui,29,France,Grenoble Foot 38,300,1,,,
D. Gardner,28,United Kingdom,Oldham Athletic,300,3,,,
L. Bengtsson,20,Sweden,Hammarby IF,525,1,,,
F. Jaramillo,22,Colombia,Itagüí Leones FC,450,1,,,
L. Garguła,37,Poland,Miedź Legnica,100,1,,,
S. Rivera,26,Colombia,Jaguares de Córdoba,375,1,,,
Vinicius,19,Brazil,Bologna,525,1,,,
F. Sepúlveda,26,Chile,CD Antofagasta,290,1,,,
L. Spence,22,United Kingdom,Dundee FC,450,1,,,
B. Lepistu,25,Estonia,Kristiansund BK,400,1,,,
A. Abruscia,27,Italy,TSV 1860 München,325,2,,,
E. González,23,Venezuela,Boyacá Chicó FC,375,1,,,
M. Al Amri,26,Saudi Arabia,Al Raed,290,3,,,
J. Rebolledo,26,Chile,Deportes Iquique,325,1,,,
C. Mamengi,17,Netherlands,FC Utrecht,550,1,,,
P. Mazzocchi,22,Italy,Perugia,350,1,,,
Y. Ammour,19,France,Montpellier HSC,650,2,,,
Jwa Joon Hyeop,27,South Korea,Gyeongnam FC,300,1,,,
O. Marrufo,25,Mexico,Tiburones Rojos de Veracruz,375,2,,,
Han Pengfei,25,China,Guizhou Hengfeng FC,325,2,,,
Lee Min Gi,25,South Korea,Sangju Sangmu FC,325,1,431.0,Medium/ High,Left
C. Maloney,23,United States of America,Columbus Crew SC,350,1,551.0,High/ High,Right
A. Taylor-Sinclair,27,United Kingdom,Motherwell,280,1,511.0,High/ Medium,Left
R. Al Ebrahim,24,Saudi Arabia,Al Raed,425,3,786.0,Medium/ Medium,Right
B. Castrillon,19,Colombia,Independiente Medellín,650,1,1300.0,Medium/ Medium,Right
Kim Kyung Jung,27,South Korea,Sangju Sangmu FC,325,1,,Medium/ Medium,Right
S. Cibois,20,France,Paris Saint-Germain,550,5,1400.0,Medium/ Medium,Right
M. Hiller,21,Germany,TSV 1860 München,325,1,536.0,Medium/ Medium,Right
D. Kopacz,19,Poland,VfB Stuttgart,650,3,1500.0,Medium/ Medium,Right
H. Massengo,16,France,AS Monaco,450,2,1100.0,Medium/ Medium,Right
Jo Jae Cheol,32,South Korea,Gyeongnam FC,230,1,288.0,Medium/ High,Right
M. Schimpelsberger,27,Austria,FC Wacker Innsbruck,250,2,363.0,High/ Medium,Right
M. Juel Andersen,20,Denmark,AC Horsens,450,1,653.0,Medium/ Medium,Right
F. Cobos,25,Argentina,Godoy Cruz,325,2,496.0,High/ Low,Left
D. van der Heijden,21,Netherlands,Carpi,500,1,875.0,High/ Low,Right
P. Soiri,23,Finland,FC Admira Wacker Mödling,425,2,701.0,High/ Medium,Right
J. Yeboah,18,Germany,VfL Wolfsburg,675,3,1800.0,Medium/ Medium,Left
M. Taylor,36,United Kingdom,Swindon Town,30,2,53.0,Medium/ Medium,Left
O. Zawada,22,Poland,Wisła Płock,400,1,570.0,Medium/ Medium,Right
L. Ndukwu,19,United Kingdom,Leicester City,650,5,1600.0,Medium/ Medium,Left
M. Mudryk,17,Ukraine,Shakhtar Donetsk,650,1,2000.0,Medium/ Low,Right
V. Belon,23,France,Racing Club de Lens,290,1,529.0,Medium/ Medium,Right
Callejón,20,Spain,UD Almería,525,1,919.0,Medium/ Medium,Left
R. Edwards,24,Australia,St. Mirren,375,1,,High/ High,Right
A. Khrees,27,Saudi Arabia,Al Faisaly,250,4,413.0,High/ High,Right
O. Hawsawi,24,Saudi Arabia,Ohod Club,325,3,561.0,Medium/ High,Left
M. Owusu,23,Germany,SG Sonnenhof Großaspach,425,1,701.0,Medium/ Medium,Right
L. Hurtado,23,Colombia,Rionegro Águilas,425,1,659.0,Medium/ Medium,Right
F. Ibargüen,24,Colombia,Rionegro Águilas,375,1,581.0,Medium/ High,Right
A. Boniotti,23,Italy,Brescia,350,1,569.0,High/ Medium,Right
Y. Kobayashi,32,Japan,Sagan Tosu,170,1,213.0,Medium/ Medium,Right
A. Porcino,23,Italy,Livorno,400,1,700.0,High/ Medium,Left
G. MacKenzie,32,United Kingdom,St. Mirren,170,2,298.0,Medium/ Medium,Right
Pedro López,21,Spain,CD Lugo,450,1,810.0,Medium/ Medium,Right
J. Livolant,20,France,La Berrichonne de Châteauroux,575,3,,Medium/ Low,Right
D. Avdić,29,Sweden,AIK,290,2,377.0,Medium/ Medium,Right
Zhu Baojie,28,China,Beijing Renhe FC,300,3,645.0,Medium/ Medium,Right
P. Mingoia,26,United Kingdom,Accrington Stanley,325,1,569.0,Medium/ Medium,Right
J. Hernández,23,Mexico,Club Necaxa,375,2,666.0,Medium/ Medium,Right
A. Poulsen,18,Denmark,Borussia Mönchengladbach,550,2,1300.0,High/ Medium,Left
C. Butcher,27,United Kingdom,Mansfield Town,350,4,639.0,High/ Medium,Right
S. Antonio,23,Switzerland,FC Basel 1893,325,3,553.0,Medium/ Medium,Right
D. Santa,26,Colombia,Alianza Petrolera,300,1,428.0,Medium/ Medium,Right
H. Ishige,23,Japan,Shimizu S-Pulse,400,1,530.0,Medium/ Low,Right
M. Woolford,32,United Kingdom,Grimsby Town,240,2,420.0,Medium/ Medium,Left
C. Højer Nielsen,23,Denmark,Aarhus GF,350,2,508.0,High/ Medium,Left
Yeo Seong Hae,30,South Korea,Gyeongnam FC,230,1,288.0,Low/ High,Right
E. Ortega,21,Mexico,Club Atlas,475,3,903.0,Medium/ Medium,Right
M. Fritz,24,Germany,SC Fortuna Köln,325,1,496.0,Medium/ Medium,Right
E. Valla Dønnem,27,Norway,Ranheim Fotball,260,1,325.0,Low/ High,Right
G. Asís,22,Argentina,Independiente,450,3,720.0,Medium/ Medium,Right
L. Abdulahi,22,Netherlands,De Graafschap,450,1,743.0,Medium/ Medium,Right
N. Townsend,23,United Kingdom,Newport County,325,1,634.0,Medium/ Medium,Right
J. Sinclair,21,United Kingdom,Sunderland,525,7,,Medium/ Medium,Right
B. Al Mutairi,28,Saudi Arabia,Al Batin,240,3,396.0,High/ Medium,Left
Sillero,20,Spain,Athletic Club de Bilbao,475,2,1100.0,Medium/ Medium,Right
A. Gryszkiewicz,18,Poland,Górnik Zabrze,475,1,938.0,High/ Medium,Left
Jon Bakero,21,Spain,Toronto FC,425,1,723.0,Medium/ Medium,Right
Gao Di,28,China,Shanghai Greenland Shenhua FC,325,3,699.0,High/ High,Right
R. Charles-Cook,24,United Kingdom,SønderjyskE,270,2,358.0,Medium/ Medium,Right
Kim Do Hyung,27,South Korea,Pohang Steelers,325,2,406.0,High/ Low,Right
D. Mazzocco,22,Italy,Padova,400,1,650.0,Medium/ Medium,Right
J. Koutroumbis,20,Australia,Newcastle Jets,425,1,616.0,Low/ High,Right
J. Pretel,23,Colombia,Patriotas Boyacá FC,350,1,543.0,High/ Medium,Right
Guerrero,20,Spain,CF Reus Deportiu,375,1,656.0,Medium/ Medium,Left
K. Nowak,23,Poland,Górnik Zabrze,400,1,570.0,Medium/ Medium,Right
J. Kade,19,Germany,Hertha BSC,650,2,1500.0,Medium/ Medium,Left
W. Miller,22,United Kingdom,Burton Albion,475,2,926.0,Medium/ Medium,Right
B. Šerbečić,20,Bosnia Herzegovina,Rosenborg BK,600,1,1200.0,Low/ Medium,Right
G. Fuentes,21,Colombia,Junior FC,400,1,640.0,Medium/ Medium,Left
J. Coppens,27,Belgium,FC Carl Zeiss Jena,250,1,381.0,Medium/ Medium,Left
L. Maniero,23,Italy,Cittadella,300,1,525.0,Medium/ Medium,Right
S. Antonijevic,29,United States of America,Lillestrøm SK,240,1,300.0,Low/ High,Left
J. Zwarts,19,Netherlands,Feyenoord,650,1,1300.0,High/ Medium,Left
Sun Shilin,29,China,Shanghai Greenland Shenhua FC,240,3,516.0,High/ Medium,Right
L. Rodríguez,23,Colombia,Envigado FC,350,1,543.0,Medium/ Medium,Right
R. Fergonzi,29,Argentina,Patriotas Boyacá FC,300,1,405.0,Medium/ Medium,Right
M. Makasi,22,United Kingdom,West Ham United,425,10,893.0,Medium/ Medium,Right
A. Pelvas,29,Finland,HJK Helsinki,300,1,645.0,Medium/ Medium,Left
T. Rocha,24,United States of America,Orlando City SC,350,1,551.0,Medium/ High,Right
H. Suárez,24,Colombia,Atlético Huila,375,1,581.0,Medium/ Medium,Right
A. Oviedo,22,Paraguay,Newell's Old Boys,425,3,723.0,Medium/ Medium,Right
M. Carraro,20,Italy,Foggia,650,1,1400.0,Medium/ Medium,Left
Hugo Duro,18,Spain,Getafe CF,550,2,1500.0,Medium/ Medium,Left
Cao Yang,36,China,Tianjin TEDA FC,40,2,86.0,Low/ High,Left
K. McHattie,24,United Kingdom,Derry City,350,1,569.0,Medium/ Medium,Left
N. Pelaitay,25,Argentina,San Martín de San Juan,350,2,578.0,Low/ Medium,Right
U. Torres,20,Mexico,Club América,450,6,855.0,Medium/ Medium,Left
Javi Mier,19,Spain,Real Oviedo,650,1,1400.0,Medium/ Low,Right
D. Facchin,31,Italy,Venezia FC,180,1,279.0,Medium/ Medium,Right
J. Turnbull,23,United Kingdom,Northampton Town,375,2,731.0,Medium/ Medium,Left
J. Manns,22,Sweden,IF Elfsborg,300,1,398.0,Medium/ High,Right
D. Al Qarni,29,Saudi Arabia,Al Fayha,240,4,396.0,Medium/ High,Right
D. Erdoğan,21,Turkey,LASK Linz,525,2,866.0,Medium/ Medium,Right
J. Eiswohld,28,Sweden,IK Sirius,280,1,371.0,High/ Medium,Right
K. Sarkodie,27,United States of America,Trelleborgs FF,280,1,371.0,Medium/ Medium,Right
B. Garmston,24,Republic of Ireland,Gillingham,300,1,548.0,Medium/ Medium,Left
M. Cubillos,22,Chile,Deportes Iquique,425,1,659.0,Medium/ Low,Right
H. Cornick,23,United Kingdom,Luton Town,450,2,878.0,Medium/ Medium,Right
Ernest Forgás,24,Spain,CF Reus Deportiu,400,2,650.0,Medium/ Medium,Right
K. Appin,20,France,KSV Cercle Brugge,525,2,866.0,High/ Low,Right
Abenza,22,Spain,UD Almería,425,1,744.0,Medium/ Medium,Right
D. Schütz,27,Austria,SKN St. Pölten,325,3,471.0,High/ Medium,Right
H. Shaian,29,Saudi Arabia,Al Taawoun,200,3,330.0,Medium/ Medium,Right
Yun Sang Ho,26,South Korea,Incheon United FC,350,1,464.0,High/ High,Left
P. Caddis,30,United Kingdom,Bradford City,220,2,385.0,Medium/ Medium,Right
I. Diallo,19,France,Stade Brestois 29,650,1,1500.0,Medium/ Medium,Left
M. Sak,28,Turkey,MKE Ankaragücü,300,4,600.0,Medium/ Medium,Right
C. Halkett,23,United Kingdom,Livingston FC,375,1,731.0,Medium/ High,Left
S. Al Masrahi,31,Saudi Arabia,Al Batin,200,3,330.0,Medium/ High,Right
C. Ogbene,21,Republic of Ireland,Exeter City,500,5,,High/ High,Right
C. Cisternas,32,Chile,Curicó Unido,230,1,311.0,Medium/ Medium,Right
D. Sugimoto,24,Japan,Yokohama F. Marinos,280,1,371.0,Medium/ Medium,Right
L. Lapoussin,22,France,Red Star FC,375,1,731.0,Medium/ Medium,Right
Nam Seung Woo,26,South Korea,Gangwon FC,375,1,497.0,Medium/ Medium,Right
C. Sibbald,23,United Kingdom,Livingston FC,425,1,829.0,Medium/ Low,Right
A. Sánchez,19,Mexico,Cruz Azul,450,2,855.0,Low/ High,Right
Y. Tasaka,32,Japan,Kawasaki Frontale,170,2,221.0,High/ Medium,Right
N. Estévez,22,Argentina,Estudiantes de La Plata,450,3,765.0,Medium/ Medium,Right
T. Siedschlag,30,Germany,Holstein Kiel,280,2,434.0,Medium/ Medium,Right
D. Mullen,23,United Kingdom,St. Mirren,400,2,730.0,High/ High,Right
C. Clements,28,United Kingdom,Cheltenham Town,300,3,525.0,Medium/ Medium,Right
K. Wilson,18,United Kingdom,Walsall,425,2,,High/ Medium,Right
B. Kraev,21,Bulgaria,FC Midtjylland,425,3,638.0,High/ Medium,Right
F. Baise,38,Hong Kong,Guizhou Hengfeng FC,40,2,86.0,High/ Medium,Right
D. Grubb,26,United Kingdom,Forest Green Rovers,325,3,569.0,Medium/ Medium,Right
K. Roos,26,Netherlands,Derby County,270,5,533.0,Medium/ Medium,Right
Longchang Lin,28,China,Guizhou Hengfeng FC,250,3,538.0,Low/ Medium,Right
A. Mosquera,30,Colombia,La Equidad,290,1,392.0,Medium/ Medium,Right
T. Yokoyama,33,Japan,Hokkaido Consadole Sapporo,120,1,150.0,Medium/ High,Right
J. Segre,21,Italy,Venezia FC,475,5,,High/ Medium,Right
M. O'Brien,25,Republic of Ireland,Newport County,325,2,593.0,Low/ High,Right
J. Clisby,26,Australia,Central Coast Mariners,300,1,398.0,Medium/ High,Left
H. Anderson,21,United Kingdom,Lincoln City,525,3,1000.0,Medium/ Medium,Right
Kike,18,Spain,Rayo Vallecano,400,1,960.0,Low/ High,Right
C. Akas,24,Nigeria,Kalmar FF,350,1,508.0,Medium/ Medium,Left
M. Thorbjörnsson,30,Sweden,Dalkurd FF,230,1,,Medium/ Medium,Left
A. Al Zubaidi,25,Saudi Arabia,Al Raed,325,5,,High/ Medium,Right
M. Kühne,30,Germany,FC Carl Zeiss Jena,220,1,319.0,Medium/ Medium,Right
T. Majrashi,27,Saudi Arabia,Ohod Club,325,4,536.0,Medium/ Medium,Right
M. Ofkir,21,Norway,Sandefjord Fotball,450,1,653.0,Medium/ Medium,Right
A. Amaya,17,Colombia,Atlético Huila,600,1,1400.0,High/ Low,Left
Du Zhenyu,35,China,Changchun Yatai FC,130,2,280.0,Medium/ Low,Left
C. Raglan,25,United Kingdom,Oxford United,300,2,548.0,Low/ Medium,Right
D. Wright,23,United Kingdom,St. Johnstone FC,425,1,829.0,High/ High,Right
W. Pérez,19,Argentina,Club Atlético Huracán,650,1,1400.0,Medium/ Medium,Left
B. Utvik,22,Norway,Sarpsborg 08 FF,375,1,544.0,Medium/ Medium,Right
E. Torres,20,Mexico,Guadalajara,500,5,950.0,Medium/ Medium,Left
A. Tabanelli,28,Italy,Lecce,300,1,465.0,Medium/ Medium,Right
A. Berzel,26,Germany,TSV 1860 München,300,1,458.0,High/ Medium,Right
J. Cranston,24,United Kingdom,Morecambe,350,2,639.0,High/ Medium,Left
C. Stefańczyk,34,Poland,Wisła Płock,90,1,122.0,Medium/ Medium,Right
M. Gómez,21,Colombia,Envigado FC,675,1,1300.0,High/ Medium,Right
Fachendinho,26,Brazil,Santos,325,3,618.0,Medium/ Medium,Right
Y. van Osch,21,Netherlands,PSV,425,1,680.0,Medium/ Medium,Right
Lin Chuangyi,25,China,Shanghai SIPG FC,400,3,910.0,Medium/ Medium,Right
Yago,21,Brazil,Lobos BUAP,675,1,1500.0,High/ Medium,Right
S. van der Lei,25,Netherlands,Dalkurd FF,300,1,435.0,Medium/ Medium,Right
M. Austin,27,Australia,Newcastle Jets,325,1,406.0,High/ Medium,Left
W. Balikwisha,19,Belgium,Standard de Liège,575,1,1200.0,Medium/ Medium,Right
M. Piątkowski,33,Poland,Miedź Legnica,190,1,257.0,Medium/ Medium,Right
H. Löfkvist,23,Sweden,Dalkurd FF,350,1,508.0,High/ Medium,Right
B. N'Gala,28,United Kingdom,Crawley Town,250,2,438.0,Medium/ Medium,Right
N. Gjorgjev,20,FYR Macedonia,Grasshopper Club Zürich,500,2,825.0,Medium/ Medium,Right
I. Anthony,20,Nigeria,FK Haugesund,350,1,508.0,Medium/ Medium,Right
J. Delétraz,32,France,Grenoble Foot 38,170,1,298.0,Medium/ High,Right
K. Junker,24,Denmark,AC Horsens,400,2,530.0,High/ Medium,Left
F. Ortega,19,Argentina,Vélez Sarsfield,575,1,1200.0,Medium/ Medium,Left
Josep Martínez,20,Spain,UD Las Palmas,475,1,1100.0,Medium/ Medium,Right
S. Barratt,22,United Kingdom,Southend United,400,2,730.0,High/ Medium,Left
O. Rodas,31,Colombia,Boyacá Chicó FC,270,1,365.0,Medium/ Low,Right
B. Lozano,21,Mexico,U.N.A.M.,550,3,1000.0,Medium/ Medium,Left
I. Wadji,23,Senegal,FK Haugesund,475,1,689.0,High/ Medium,Right
Liu Weidong,31,China,Chongqing Dangdai Lifan FC SWM Team,270,2,581.0,High/ Medium,Right
B. Prokopič,30,Austria,SCR Altach,280,3,406.0,Medium/ Medium,Right
M. Gardawski,27,Germany,Korona Kielce,325,1,439.0,Medium/ High,Right
T. King,23,United Kingdom,AFC Wimbledon,325,2,,Medium/ Medium,Right
P. Sarr,25,Senegal,FC Zürich,375,3,572.0,Medium/ High,Right
N. Bustos,19,Argentina,Club Atlético Talleres,650,2,1400.0,High/ Low,Right
M. Bauer,23,Germany,SpVgg Unterhaching,350,1,534.0,Medium/ Medium,Right
Javi Alonso,19,Spain,CD Tenerife,650,1,1400.0,Medium/ Medium,Left
H. Hosogai,32,Japan,Kashiwa Reysol,170,2,213.0,Medium/ Medium,Right
A. Iniestra,22,Mexico,U.N.A.M.,475,3,903.0,Medium/ Medium,Left
N. Holland,20,United Kingdom,West Ham United,675,8,1700.0,High/ Medium,Right
P. Nguinda,22,France,KSV Cercle Brugge,350,7,,Medium/ Medium,Right
K. Brünker,24,Germany,Bradford City,425,2,829.0,High/ High,Right
A. Collin,33,United Kingdom,Carlisle United,150,2,263.0,Medium/ Medium,Right
A. Al Shamekh,25,Saudi Arabia,Al Raed,325,3,561.0,Medium/ Medium,Left
R. Delaney,21,Republic of Ireland,Rochdale,425,1,829.0,Medium/ High,Left
K. Yamamoto,28,Japan,Júbilo Iwata,300,1,375.0,Medium/ Medium,Right
S. Nakahara,24,Japan,V-Varen Nagasaki,400,1,,Medium/ Medium,Right
S. Ingolitsch,21,Austria,SKN St. Pölten,350,2,578.0,High/ Medium,Right
L. D'Ath,25,United Kingdom,Milton Keynes Dons,375,3,684.0,Medium/ Medium,Right
Tiagildo Serra,30,Brazil,Sport Club do Recife,290,3,551.0,Medium/ Medium,Left
S. Rasswalder,31,Austria,TSV Hartberg,200,2,290.0,Medium/ Medium,Left
J. Esquivel,20,Mexico,Lobos BUAP,450,1,833.0,Medium/ Medium,Right
F. Baak,19,Germany,Hertha BSC,450,2,855.0,Medium/ Medium,Right
Zhang Chiming,29,China,Tianjin TEDA FC,300,3,645.0,High/ Medium,Right
R. Pillot,27,France,La Berrichonne de Châteauroux,250,1,456.0,Medium/ Medium,Right
S. Kavanagh,24,Republic of Ireland,Shamrock Rovers,325,1,528.0,High/ Medium,Left
S. Nattestad,23,Faroe Islands,AC Horsens,350,1,,Medium/ Medium,Left
T. Broadbent,26,United Kingdom,Bristol Rovers,260,2,455.0,Medium/ High,Left
M. Bottani,27,Switzerland,FC Lugano,325,2,471.0,Medium/ Low,Right
Feng Zhuoyi,29,China,Henan Jianye FC,290,3,624.0,Medium/ Low,Right
A. Falch,26,Norway,Sarpsborg 08 FF,280,1,371.0,Medium/ Medium,Left
K. Ono,28,Japan,Shonan Bellmare,250,1,313.0,Medium/ Medium,Left
H. Kawabe,22,Japan,Sanfrecce Hiroshima,450,2,653.0,Medium/ Medium,Right
R. Rabeï,23,France,Amiens SC,425,3,935.0,Medium/ Medium,Right
D. Duarte,33,Mexico,Atlético Huila,120,1,162.0,Medium/ Medium,Right
R. Hutton,19,United Kingdom,Birmingham City,450,2,945.0,Medium/ Medium,Right
J. Torres,18,United States of America,Sporting Lokeren,475,1,1000.0,Medium/ High,Right
B. Bye,22,United States of America,New England Revolution,350,1,578.0,Medium/ High,Right
J. Iritier,23,Argentina,Club Atlético Aldosivi,425,2,701.0,High/ Low,Right
P. López,20,Mexico,Pachuca,575,4,1300.0,High/ Medium,Left
L. Salas,20,Chile,CD Antofagasta,550,1,,Medium/ Medium,Right
L. Young,28,United Kingdom,Crawley Town,240,2,420.0,High/ Medium,Right
D. Bachmann,23,Austria,Kilmarnock,325,5,,Medium/ Medium,Right
D. Olsson,23,Sweden,GIF Sundsvall,350,1,508.0,Medium/ Medium,Left
S. Nkansah,22,Germany,Eintracht Braunschweig,400,1,660.0,Medium/ Medium,Right
R. Brewster,18,United Kingdom,Liverpool,700,8,2000.0,High/ Medium,Right
V. Méndez,18,Chile,Unión Española,400,1,620.0,Medium/ High,Right
M. Veloso,26,Switzerland,Neuchâtel Xamax,350,2,534.0,High/ Medium,Left
Y. Arquin,30,France,Yeovil Town,290,2,508.0,High/ Medium,Right
M. Jelavić,24,Croatia,Royal Excel Mouscron,400,2,610.0,Medium/ Medium,Right
A. Edathodika,31,India,,0,0,,Medium/ Medium,Left
Luis Perea,20,Spain,CA Osasuna,575,1,1300.0,Medium/ Medium,Right
J. Villalba,19,Paraguay,Borussia Mönchengladbach,650,3,1500.0,Medium/ Medium,Right
Perera,21,Spain,Deportivo Alavés,450,3,1000.0,Medium/ High,Left
E. Kane,23,Senegal,Sandefjord Fotball,400,1,580.0,Medium/ Medium,Right
Carlitos,25,Portugal,Wisła Płock,375,1,534.0,High/ Medium,Right
B. Mwila,24,Zambia,SCR Altach,400,2,610.0,Medium/ Medium,Right
S. Pittman,25,United Kingdom,Livingston FC,375,1,684.0,High/ Medium,Right
E. Bajrami,30,Sweden,IF Elfsborg,290,1,363.0,Medium/ Low,Left
R. Duffy,32,United Kingdom,Notts County,170,3,298.0,High/ High,Right
J. Karlström,23,Sweden,Djurgårdens IF,400,1,580.0,High/ Medium,Right
Li Tixiang,28,China,Guangzhou R&F; FC,250,3,538.0,Medium/ Medium,Right
L. Watkowiak,22,Germany,SV Wehen Wiesbaden,300,1,495.0,Medium/ Medium,Right
O. Sangante,27,Senegal,La Berrichonne de Châteauroux,350,1,639.0,Medium/ Medium,Right
G. Buckley,24,Republic of Ireland,Cork City,375,1,609.0,Medium/ High,Right
K. Jakob,20,Germany,FC Augsburg,600,3,1400.0,Medium/ Medium,Left
Dani Sandoval,20,Spain,Real Oviedo,675,2,1500.0,Medium/ Low,Left
D. Sosa,26,Argentina,Godoy Cruz,325,3,471.0,Medium/ Medium,Right
S. Sprangler,23,Austria,Wolfsberger AC,400,2,660.0,Medium/ Medium,Right
T. Schmidt,24,Germany,VfL Sportfreunde Lotte,375,1,572.0,Medium/ Medium,Right
I. Chenihi,28,Algeria,Al Fateh,300,5,495.0,High/ Medium,Left
L. Shephard,23,United Kingdom,Forest Green Rovers,325,2,593.0,High/ Medium,Right
K. Dirks Riis,21,Denmark,Esbjerg fB,475,3,,High/ Medium,Right
N. Freeman,22,United Kingdom,Wycombe Wanderers,425,2,829.0,Medium/ Medium,Right
B. Garratt,24,United Kingdom,Crewe Alexandra,325,2,634.0,Medium/ Medium,Right
H. White,23,United Kingdom,Mansfield Town,350,3,683.0,High/ Medium,Right
Sui Weijie,35,China,Chongqing Dangdai Lifan FC SWM Team,70,1,151.0,Medium/ Medium,Right
S. Mvibudulu,25,DR Congo,SG Sonnenhof Großaspach,375,1,572.0,Medium/ Low,Right
M. Degerlund,20,Sweden,Hammarby IF,375,1,544.0,Medium/ Medium,Left
M. Al Enazi,34,Saudi Arabia,Al Batin,90,3,149.0,Medium/ Medium,Right
J. Delem,25,France,Seattle Sounders FC,350,1,551.0,Medium/ High,Right
André Anderson,18,Brazil,US Salernitana 1919,625,4,,Medium/ Medium,Right
F. Stritzel,24,Germany,SV Darmstadt 98,290,2,486.0,Medium/ Medium,Right
W. Al Anazi,23,Saudi Arabia,Al Shabab,425,5,786.0,High/ Medium,Right
W. Jobello,24,France,GFC Ajaccio,400,1,730.0,High/ Medium,Right
Luo Xin,28,China,Beijing Renhe FC,280,2,623.0,Low/ High,Right
M. Green,31,United Kingdom,Lincoln City,270,4,473.0,High/ High,Right
T. David,21,Netherlands,ADO Den Haag,350,1,595.0,Medium/ Medium,Right
A. Danek,23,Poland,Cracovia,425,1,659.0,Medium/ Medium,Right
F. Mussa,22,Tanzania,CD Tenerife,500,2,900.0,Medium/ Medium,Left
G. Bolger,29,Republic of Ireland,Shamrock Rovers,240,1,372.0,Medium/ Medium,Right
G. Glendon,23,United Kingdom,Carlisle United,375,2,684.0,Medium/ Medium,Right
